"","YearRemodAdd","X2ndFlrSF","X1stFlrSF","GrLivArea","TotalBsmtSF","TotRmsAbvGrd","SalePrice","GarageArea","YrSold","MoSold","DateSold","TotalSF","index_TotalSF","index_GarageArea","index_GrLivArea","index_YearRemodAdd","index_Room"
"586",2006,0,2028,2028,1868,7,369900,880,2006,3,"03//2006",3896,3,5,3,8,4
"587",2000,0,838,838,816,5,130000,275,2008,5,"05//2008",1654,1,2,1,7,2
"588",1982,0,860,860,840,4,137000,528,2009,7,"07//2009",1700,1,3,1,5,2
"589",2003,0,1473,1473,1437,5,143000,452,2009,6,"06//2009",2910,2,3,2,8,2
"590",1960,0,779,935,742,4,79500,308,2008,8,"08//2008",1521,1,2,1,2,2
"591",2004,812,770,1582,770,6,185900,520,2008,9,"09//2008",2352,2,3,2,8,3
"592",2008,568,1728,2296,1722,10,451950,842,2009,6,"06//2009",4018,3,5,3,8,6
"593",2003,0,816,816,816,4,138000,816,2008,6,"06//2008",1632,1,5,1,8,2
"594",2003,0,848,848,848,4,140000,420,2009,5,"05//2009",1696,1,3,1,8,2
"595",1975,0,924,924,924,5,110000,280,2008,4,"04//2008",1848,2,2,1,4,2
"596",2006,0,1826,1826,1814,7,319000,758,2006,8,"08//2006",3640,3,5,3,8,4
"597",1993,684,684,1368,684,7,114504,216,2006,10,"10//2006",2052,2,2,2,6,4
"598",2007,0,1402,1402,1258,7,194201,648,2007,2,"02//2007",2660,2,4,2,8,4
"599",1977,0,1647,1647,1430,7,217500,621,2006,3,"03//2006",3077,2,4,2,4,4
"600",1980,840,716,1556,716,6,151000,452,2008,7,"07//2008",2272,2,3,2,4,3
"601",2005,846,1058,1904,1058,8,275000,736,2006,6,"06//2006",2962,2,5,3,8,4
"602",1950,595,780,1375,780,6,141000,544,2007,12,"12//2007",2155,2,4,2,1,3
"603",1992,988,927,1915,908,8,220000,506,2006,2,"02//2006",2823,2,3,3,6,4
"604",2005,600,600,1200,600,4,151000,480,2010,6,"06//2010",1800,2,3,2,8,2
"605",2002,0,1494,1494,1494,6,221000,530,2008,9,"09//2008",2988,2,3,2,7,3
"606",1990,800,1186,1986,768,7,205000,486,2009,10,"10//2009",2754,2,3,3,6,4
"607",1996,0,1040,1040,1040,6,152000,576,2009,11,"11//2009",2080,2,4,2,7,3
"608",2002,896,1112,2008,896,8,225000,230,2006,8,"08//2006",2904,2,2,3,7,4
"609",1998,1254,1940,3194,965,10,359100,380,2007,9,"09//2007",4159,3,3,5,7,6
"610",1961,0,1029,1029,1029,5,118500,261,2007,4,"04//2007",2058,2,2,2,2,2
"611",2000,677,1476,2153,1440,8,313000,736,2009,5,"05//2009",3593,3,5,3,7,4
"612",1978,0,1032,1032,1032,6,148000,564,2007,7,"07//2007",2064,2,4,2,4,3
"613",2001,573,1299,1872,1299,7,261500,531,2009,11,"11//2009",3171,2,3,3,7,4
"614",2007,0,1120,1120,1120,6,147000,0,2007,12,"12//2007",2240,2,1,2,8,3
"615",1972,0,630,630,630,3,75500,0,2010,5,"05//2010",1260,1,1,1,3,1
"616",1963,0,1054,1054,936,6,137500,480,2010,5,"05//2010",1990,2,3,2,2,3
"617",2003,702,807,1509,783,7,183200,393,2006,6,"06//2006",2292,2,3,2,8,4
"618",1954,0,832,832,832,4,105500,528,2008,6,"06//2008",1664,1,3,1,1,2
"619",2007,0,1828,1828,1822,9,314813,774,2007,7,"07//2007",3650,3,5,3,8,5
"620",2003,780,1482,2262,1482,10,305000,749,2008,8,"08//2008",3744,3,5,3,8,6
"621",1950,0,864,864,864,5,67000,0,2008,9,"09//2008",1728,1,1,1,1,2
"622",1997,1066,1548,2614,1522,9,240000,624,2008,6,"06//2008",4136,3,4,4,7,5
"623",1977,0,980,980,980,6,135000,484,2009,7,"07//2009",1960,2,3,1,4,3
"624",2000,756,756,1512,756,4,168500,440,2007,6,"06//2007",2268,2,3,2,7,2
"625",1972,778,1012,1790,732,8,165150,484,2006,11,"11//2006",2522,2,3,3,3,4
"626",1962,0,1116,1116,1116,5,160000,440,2010,2,"02//2010",2232,2,3,2,2,2
"627",1978,0,1422,1422,978,6,139900,286,2007,8,"08//2007",2400,2,2,2,4,3
"628",1972,0,1520,1520,1156,7,153000,364,2010,3,"03//2010",2676,2,3,2,3,4
"629",1969,1040,1040,2080,1040,9,135000,504,2007,9,"09//2007",3120,2,3,3,3,5
"630",1964,0,1350,1350,1248,6,168500,520,2008,6,"06//2008",2598,2,3,2,2,3
"631",1991,661,1089,1750,636,8,124000,240,2006,6,"06//2006",2386,2,2,3,6,4
"632",2006,0,1554,1554,1554,6,209500,627,2007,8,"08//2007",3108,2,4,2,8,3
"633",1977,0,1411,1411,1386,6,82500,544,2009,4,"04//2009",2797,2,4,2,4,3
"634",2005,0,1056,1056,1056,6,139400,260,2007,7,"07//2007",2112,2,2,2,8,3
"635",1980,0,1056,1056,1056,4,144000,576,2010,6,"06//2010",2112,2,4,2,4,2
"636",1995,1440,1440,3395,1440,14,200000,0,2007,3,"03//2007",4320,3,1,5,6,8
"637",1950,0,800,800,264,4,60000,0,2009,1,"01//2009",1064,1,1,1,1,2
"638",1954,576,811,1387,811,7,93000,256,2009,11,"11//2009",2198,2,2,2,1,4
"639",1950,0,796,796,796,4,85000,0,2008,5,"05//2008",1592,1,1,1,1,2
"640",2006,0,1567,1567,1520,7,264561,648,2006,10,"10//2006",3087,2,4,2,8,4
"641",2004,0,1518,1518,1518,6,274000,588,2008,4,"04//2008",3036,2,4,2,8,3
"642",2001,872,1057,1929,1057,7,226000,650,2007,5,"05//2007",2986,2,4,3,7,4
"643",1995,704,2000,2704,1952,9,345000,538,2009,7,"07//2009",4656,4,4,4,6,5
"644",1969,840,780,1620,780,7,152000,462,2007,4,"04//2007",2400,2,3,2,3,4
"645",2009,0,1766,1766,1766,7,370878,478,2009,10,"10//2009",3532,3,3,3,8,4
"646",1971,0,981,981,981,5,143250,576,2007,3,"03//2007",1962,2,4,1,3,2
"647",1950,0,1048,1048,0,7,98300,420,2008,7,"07//2008",1048,1,3,2,1,4
"648",1953,0,1094,1094,1094,5,155000,495,2008,6,"06//2008",2188,2,3,2,1,2
"649",1966,788,1051,1839,756,7,155000,442,2010,6,"06//2010",2595,2,3,3,3,4
"650",1970,0,630,630,630,3,84500,0,2007,12,"12//2007",1260,1,1,1,3,1
"651",2007,843,822,1665,813,7,205950,562,2008,5,"05//2008",2478,2,4,3,8,4
"652",1950,755,755,1510,755,7,108000,296,2009,10,"10//2009",2265,2,2,2,1,4
"653",1996,807,909,1716,880,7,191000,512,2009,7,"07//2009",2596,2,3,3,7,4
"654",1995,713,756,1469,756,7,135000,216,2008,6,"06//2008",2225,2,2,2,6,4
"655",1995,0,2113,2113,2109,7,350000,839,2008,8,"08//2008",4222,3,5,3,6,4
"656",1971,567,525,1092,525,6,88000,264,2010,3,"03//2010",1617,1,2,2,3,3
"657",2006,0,1053,1053,1053,5,145500,312,2008,8,"08//2008",2106,2,2,2,8,2
"658",2000,651,851,1502,776,6,149000,270,2008,2,"02//2008",2278,2,2,2,7,3
"659",1950,546,912,1458,912,6,97500,330,2010,1,"01//2010",2370,2,2,2,1,3
"660",1999,0,1486,1486,1486,7,167000,480,2009,3,"03//2009",2972,2,3,2,7,4
"661",1976,793,1142,1935,793,7,197900,550,2007,11,"11//2007",2728,2,4,3,4,4
"662",2005,762,1686,2448,1629,8,402000,711,2009,7,"07//2009",4077,3,5,4,8,4
"663",1968,0,1392,1392,1392,5,110000,576,2009,7,"07//2009",2784,2,4,2,3,2
"664",1972,0,1181,1181,1138,6,137500,588,2008,4,"04//2008",2319,2,4,2,3,3
"665",2006,0,2097,2097,2077,8,423000,1134,2006,1,"01//2006",4174,3,7,3,8,4
"666",2000,482,1454,1936,1406,7,230500,504,2006,11,"11//2006",3342,3,3,3,7,4
"667",1979,915,1465,2380,1021,7,129000,596,2007,8,"08//2007",3401,3,4,4,4,4
"668",1998,0,1679,1679,1408,7,193500,575,2008,10,"10//2008",3087,2,4,3,7,4
"669",1987,0,1437,1437,1188,6,168000,576,2006,11,"11//2006",2625,2,4,2,5,3
"670",1950,0,1180,1180,700,5,137500,252,2006,7,"07//2006",1880,2,2,2,1,2
"671",2005,738,738,1476,738,7,173500,540,2009,2,"02//2009",2214,2,4,2,8,4
"672",1950,672,697,1369,672,6,103600,300,2009,7,"07//2009",2041,2,2,2,1,3
"673",1977,0,1208,1208,1208,6,165000,546,2006,6,"06//2006",2416,2,4,2,4,3
"674",2004,0,1839,1839,1477,7,257500,416,2007,6,"06//2007",3316,3,3,3,8,4
"675",1965,0,1136,1136,1136,5,140000,384,2008,7,"07//2008",2272,2,3,2,2,2
"676",1978,586,855,1441,855,7,148500,440,2009,4,"04//2009",2296,2,3,2,4,4
"677",1950,679,1095,1774,1095,8,87000,779,2006,5,"05//2006",2869,2,5,3,1,4
"678",2006,0,792,792,768,5,109500,240,2009,5,"05//2009",1560,1,2,1,8,2
"679",2008,0,2046,2046,2046,7,372500,834,2009,7,"07//2009",4092,3,5,3,8,4
"680",1961,0,988,988,988,5,128500,572,2007,10,"10//2007",1976,2,4,1,2,2
"681",1980,0,923,923,923,5,143000,264,2010,5,"05//2010",1846,2,2,1,4,2
"682",2000,672,848,1520,793,6,159434,281,2009,7,"07//2009",2313,2,2,2,7,3
"683",1997,0,1291,1291,1291,6,173000,431,2008,11,"11//2008",2582,2,3,2,7,3
"684",2002,0,1668,1668,1626,7,285000,702,2007,7,"07//2007",3294,3,4,3,7,4
"685",1998,644,1195,1839,1195,7,221000,486,2010,6,"06//2010",3034,2,3,3,7,4
"686",1984,900,1190,2090,1190,6,207500,577,2007,9,"09//2007",3280,3,4,3,5,3
"687",2007,887,874,1761,874,7,227875,578,2007,8,"08//2007",2635,2,4,3,8,4
"688",2004,551,551,1102,551,4,148800,480,2007,3,"03//2007",1653,1,3,2,8,2
"689",2007,0,1419,1419,1419,7,392000,567,2007,10,"10//2007",2838,2,4,2,8,4
"690",2006,0,1362,1362,1362,6,194700,460,2007,6,"06//2007",2724,2,3,2,8,3
"691",2004,0,848,848,848,3,141000,420,2008,5,"05//2008",1696,1,3,1,8,1
"692",1995,1872,2444,4316,2444,10,755000,832,2007,1,"01//2007",6760,5,5,7,6,6
"693",1990,1281,1238,2519,1210,9,335000,628,2006,4,"04//2006",3729,3,4,4,6,5
"694",1968,0,1073,1073,1073,4,108480,326,2006,12,"12//2006",2146,2,2,2,3,2
"695",1950,472,1067,1539,927,5,141500,576,2009,4,"04//2009",2466,2,4,2,1,2
"696",1987,0,1137,1137,1112,5,176000,551,2006,7,"07//2006",2249,2,4,2,5,2
"697",1950,0,616,616,616,4,89000,205,2006,6,"06//2006",1232,1,2,1,1,2
"698",1952,0,1148,1148,980,6,123500,308,2006,9,"09//2006",2128,2,2,2,1,3
"699",2009,0,894,894,894,5,138500,336,2010,4,"04//2010",1788,2,2,1,8,2
"700",2004,0,1391,1391,1391,5,196000,530,2008,7,"07//2008",2782,2,3,2,8,2
"701",2002,0,1800,1800,1800,7,312500,765,2006,5,"05//2006",3600,3,5,3,7,4
"702",1969,0,1164,1164,1164,6,140000,528,2006,7,"07//2006",2328,2,3,2,3,3
"703",2006,1312,1264,2576,1234,10,361919,666,2006,7,"07//2006",3810,3,4,4,8,6
"704",1996,780,1032,1812,360,8,140000,672,2010,5,"05//2010",2172,2,4,3,7,4
"705",2005,0,1484,1484,1473,7,213000,606,2010,5,"05//2010",2957,2,4,2,8,4
"706",1950,720,372,1092,0,7,55000,0,2010,7,"07//2010",1092,1,1,2,1,4
"707",2002,0,1824,1824,1643,5,302000,739,2007,6,"06//2007",3467,3,5,3,7,2
"708",2006,0,1324,1324,1324,6,254000,550,2009,12,"12//2009",2648,2,4,2,8,3
"709",2007,728,728,1456,728,8,179540,400,2007,7,"07//2007",2184,2,3,2,8,4
"710",1966,0,904,904,876,6,109900,408,2008,12,"12//2008",1780,2,3,1,3,3
"711",2003,0,729,729,270,5,52000,0,2008,7,"07//2008",999,1,1,1,8,2
"712",1950,319,859,1178,859,7,102776,384,2010,1,"01//2010",2037,2,3,2,1,4
"713",1989,0,1228,1228,1228,5,189000,472,2008,10,"10//2008",2456,2,3,2,6,2
"714",1970,0,960,960,960,6,129000,576,2006,5,"05//2006",1920,2,4,1,3,3
"715",2005,754,725,1479,725,6,130500,475,2010,3,"03//2010",2204,2,3,2,8,3
"716",1974,0,1350,1350,1064,7,165000,478,2009,8,"08//2009",2414,2,3,2,4,4
"717",1998,978,1576,2554,718,8,159500,704,2007,7,"07//2007",3272,3,4,4,7,4
"718",2000,0,1178,1178,1176,5,157000,439,2008,11,"11//2008",2354,2,3,2,7,2
"719",1994,1093,1325,2418,1311,9,341000,983,2008,8,"08//2008",3729,3,6,4,6,5
"720",1969,0,971,971,971,5,128500,300,2006,5,"05//2006",1942,2,2,1,3,2
"721",1985,0,1742,1742,1742,5,275000,564,2006,12,"12//2006",3484,3,4,3,5,2
"722",2004,0,848,848,848,3,143000,420,2010,5,"05//2010",1696,1,3,1,8,1
"723",1970,0,864,864,864,5,124500,463,2009,7,"07//2009",1728,1,3,1,3,2
"724",1972,473,997,1470,941,7,135000,548,2008,5,"05//2008",2411,2,4,2,3,4
"725",2008,0,1698,1698,1698,8,320000,768,2009,2,"02//2009",3396,3,5,3,8,4
"726",1970,0,864,864,864,5,120500,660,2009,11,"11//2009",1728,1,4,1,3,2
"727",2007,0,1680,1680,880,5,222000,540,2009,12,"12//2009",2560,2,4,3,8,2
"728",2007,0,1232,1232,1232,6,194500,632,2009,2,"02//2009",2464,2,4,2,8,3
"729",1958,0,1776,1776,1584,9,110000,888,2009,7,"07//2009",3360,3,6,3,2,5
"730",1950,0,848,1208,780,5,103000,539,2009,1,"01//2009",1628,1,4,2,1,2
"731",1996,0,1616,1616,1595,5,236500,608,2010,3,"03//2010",3211,3,4,2,7,2
"732",2003,0,1146,1146,868,6,187500,438,2007,5,"05//2007",2014,2,3,2,8,3
"733",1999,878,1153,2031,1153,8,222500,541,2008,7,"07//2008",3184,2,4,3,7,4
"734",1983,0,1144,1144,864,6,131400,264,2009,3,"03//2009",2008,2,2,2,5,3
"735",1968,0,948,948,948,6,108000,300,2007,5,"05//2007",1896,2,2,1,3,3
"736",1970,888,880,1768,880,6,163000,320,2006,10,"10//2006",2648,2,2,3,3,3
"737",1950,0,1040,1040,0,6,93500,400,2006,7,"07//2006",1040,1,3,2,1,3
"738",2005,900,901,1801,893,8,239900,800,2006,6,"06//2006",2694,2,5,3,8,4
"739",1988,0,1200,1200,1200,5,179000,0,2009,3,"03//2009",2400,2,1,2,6,2
"740",2004,864,864,1728,864,7,190000,572,2009,4,"04//2009",2592,2,4,3,8,4
"741",2002,664,768,1432,264,7,132000,360,2007,5,"05//2007",1696,1,3,2,7,4
"742",1996,0,912,912,912,5,142000,288,2008,5,"05//2008",1824,2,2,1,7,2
"743",2001,0,1349,1349,1349,6,179000,539,2007,12,"12//2007",2698,2,4,2,7,3
"744",1999,0,1464,1464,520,6,175000,480,2009,10,"10//2009",1984,2,3,2,7,3
"745",1993,0,1337,1337,1337,5,180000,462,2008,10,"10//2008",2674,2,3,2,6,2
"746",1996,1540,1175,2715,1142,11,299800,831,2008,7,"07//2008",3857,3,5,4,7,6
"747",2000,1276,980,2256,952,8,236000,554,2009,4,"04//2009",3208,3,4,3,7,4
"748",2003,1320,1320,2640,1240,8,265979,864,2009,5,"05//2009",3880,3,5,4,8,4
"749",1996,0,1720,1720,1720,7,260400,527,2010,3,"03//2010",3440,3,3,3,7,4
"750",1950,441,1088,1529,0,9,98000,240,2009,4,"04//2009",1529,1,2,2,1,5
"751",2004,348,792,1140,576,7,96500,0,2010,6,"06//2010",1716,1,1,2,8,4
"752",2003,660,660,1320,660,6,162000,400,2007,8,"08//2007",1980,2,3,2,8,3
"753",1997,0,1494,1494,1479,6,217000,576,2006,7,"07//2006",2973,2,4,2,7,3
"754",2005,1060,1038,2098,1030,8,275500,878,2006,3,"03//2006",3128,2,5,3,8,4
"755",2005,0,1026,1026,1026,5,156000,440,2009,7,"07//2009",2052,2,3,2,8,2
"756",1999,729,742,1471,729,6,172500,440,2009,3,"03//2009",2200,2,3,2,7,3
"757",2007,902,866,1768,866,7,212000,578,2009,4,"04//2009",2634,2,4,3,8,4
"758",1978,714,672,1386,672,6,158900,440,2010,4,"04//2010",2058,2,3,2,4,3
"759",1999,744,757,1501,744,6,179400,440,2008,8,"08//2008",2245,2,3,2,7,3
"760",1995,1203,1328,2531,1318,9,290000,752,2007,11,"11//2007",3849,3,5,4,6,5
"761",1959,0,864,864,864,5,127500,300,2009,10,"10//2009",1728,1,2,1,2,2
"762",1950,0,1301,1301,1145,5,100000,440,2009,10,"10//2009",2446,2,3,2,1,2
"763",2009,783,764,1547,756,7,215200,614,2010,6,"06//2010",2303,2,4,2,8,4
"764",1999,1097,1268,2365,1252,8,337000,856,2009,7,"07//2009",3617,3,5,4,7,4
"765",1996,0,1494,1494,1494,6,270000,481,2006,4,"04//2006",2988,2,3,2,7,3
"766",2008,0,1506,1506,1498,6,264132,592,2008,8,"08//2008",3004,2,4,2,8,3
"767",1988,734,980,1714,980,7,196500,496,2010,3,"03//2010",2694,2,3,3,6,4
"768",1985,767,983,1750,983,7,160000,423,2008,7,"07//2008",2733,2,3,3,5,4
"769",2005,0,1836,1836,1860,8,216837,484,2006,10,"10//2006",3696,3,3,3,8,4
"770",2003,1589,1690,3279,1650,12,538000,841,2010,6,"06//2010",4929,4,5,5,8,7
"771",1982,0,858,858,858,5,134900,576,2009,4,"04//2009",1716,1,4,1,5,2
"772",1951,0,1220,1220,836,6,102000,396,2006,4,"04//2006",2056,2,3,2,1,3
"773",1976,0,1117,1117,1029,6,107000,672,2010,3,"03//2010",2146,2,4,2,4,3
"774",1958,0,912,912,912,5,114500,275,2007,7,"07//2007",1824,2,2,1,2,2
"775",2006,0,1973,1973,1935,9,395000,895,2007,7,"07//2007",3908,3,6,3,8,5
"776",1998,0,1204,1204,1204,5,162000,412,2009,6,"06//2009",2408,2,3,2,7,2
"777",2006,0,1614,1614,1614,7,221500,865,2006,7,"07//2006",3228,3,5,2,8,4
"778",1974,0,894,894,864,5,142500,440,2006,6,"06//2006",1758,1,3,1,4,2
"779",1977,0,2020,2020,0,10,144000,630,2007,10,"10//2007",2020,2,4,3,4,6
"780",1977,0,1004,1004,975,4,135000,504,2006,5,"05//2006",1979,2,3,2,4,2
"781",1996,0,1253,1253,1237,6,176000,402,2007,6,"06//2007",2490,2,3,2,7,3
"782",1992,793,810,1603,761,7,175900,484,2006,7,"07//2006",2364,2,3,2,6,4
"783",2002,0,1430,1430,1413,6,187100,605,2009,6,"06//2009",2843,2,4,2,7,3
"784",1978,0,1110,1110,1097,4,165500,602,2009,7,"07//2009",2207,2,4,2,4,2
"785",2001,742,742,1484,742,9,128000,0,2008,6,"06//2008",2226,2,1,2,7,5
"786",1967,0,1342,1342,1372,7,161500,457,2009,9,"09//2009",2714,2,3,2,3,4
"787",1950,686,966,1652,686,7,139000,416,2010,6,"06//2010",2338,2,3,2,1,4
"788",2004,1128,956,2084,956,8,233000,618,2010,1,"01//2010",3040,2,4,3,8,4
"789",2000,0,901,901,901,4,107900,281,2008,8,"08//2008",1802,2,2,1,7,2
"790",2007,1111,976,2087,832,9,187500,444,2007,7,"07//2007",2919,2,3,3,8,5
"791",2006,0,1145,1145,1145,5,160200,397,2009,9,"09//2009",2290,2,3,2,8,2
"792",1976,0,1062,1062,1029,5,146800,539,2007,5,"05//2007",2091,2,4,2,4,2
"793",1997,886,1127,2013,1117,8,269790,455,2007,6,"06//2007",3130,2,3,3,7,4
"794",2007,0,1496,1496,1496,7,225000,474,2007,6,"06//2007",2992,2,3,2,8,4
"795",1996,809,1086,1895,712,7,194500,409,2008,10,"10//2008",2607,2,3,3,7,4
"796",1981,676,888,1564,650,7,171000,476,2010,4,"04//2010",2214,2,3,2,5,4
"797",1977,0,1285,1285,660,7,143500,528,2007,4,"04//2007",1945,2,3,2,4,4
"798",1953,0,773,773,773,4,110000,240,2008,4,"04//2008",1546,1,2,1,1,2
"799",2009,1174,1966,3140,1926,11,485000,820,2009,7,"07//2009",5066,4,5,5,8,6
"800",1950,787,981,1768,731,7,175000,240,2007,6,"06//2007",2499,2,2,3,1,4
"801",1997,1072,616,1688,616,8,200000,603,2008,5,"05//2008",2304,2,4,3,7,4
"802",1990,0,1196,1196,1196,5,109900,440,2007,7,"07//2007",2392,2,3,2,6,2
"803",2005,728,728,1456,728,7,189000,410,2008,10,"10//2008",2184,2,3,2,8,4
"804",2009,1088,1734,2822,1734,12,582933,1020,2009,1,"01//2009",4556,3,6,4,8,7
"805",1954,0,1128,1128,936,5,118000,286,2006,6,"06//2006",2064,2,2,2,1,2
"806",2008,0,1428,1428,1417,6,227680,554,2008,7,"07//2008",2845,2,4,2,8,3
"807",1967,0,980,980,980,6,135500,384,2006,10,"10//2006",1960,2,3,1,3,3
"808",2004,504,1072,1576,1324,6,223500,528,2009,5,"05//2009",2900,2,3,2,8,3
"809",1966,0,1086,1086,1024,6,159950,484,2006,6,"06//2006",2110,2,3,2,3,3
"810",1965,1063,1075,2138,849,11,106000,360,2009,11,"11//2009",2987,2,3,3,2,6
"811",1999,0,1309,1309,1040,5,181000,484,2006,1,"01//2006",2349,2,3,2,7,2
"812",2004,0,848,848,848,4,144500,420,2008,6,"06//2008",1696,1,3,1,8,2
"813",1952,0,1044,1044,540,4,55993,504,2010,6,"06//2010",1584,1,3,2,1,2
"814",1958,0,1442,1442,1442,7,157900,301,2007,4,"04//2007",2884,2,2,2,2,4
"815",1950,564,686,1250,686,7,116000,280,2006,7,"07//2006",1936,2,2,2,1,4
"816",1998,0,1661,1661,1649,6,224900,598,2010,5,"05//2010",3310,3,4,2,7,3
"817",1954,0,1008,1008,1008,4,137000,275,2006,7,"07//2006",2016,2,2,2,1,2
"818",2002,0,1689,1689,1568,7,271000,857,2008,7,"07//2008",3257,3,5,3,7,4
"819",1971,0,1052,1052,1010,6,155000,440,2010,6,"06//2010",2062,2,3,2,3,3
"820",2010,0,1358,1358,1358,6,224000,484,2010,6,"06//2010",2716,2,3,2,8,3
"821",2003,842,798,1640,798,6,183000,595,2008,6,"06//2008",2438,2,4,2,8,3
"822",1953,0,936,936,936,4,93000,576,2009,2,"02//2009",1872,2,4,1,1,2
"823",2003,886,847,1733,847,7,225000,433,2007,10,"10//2007",2580,2,3,3,8,4
"824",1950,545,944,1489,778,7,139500,240,2009,7,"07//2009",2267,2,2,2,1,4
"825",2006,0,1489,1489,1489,7,232600,776,2006,6,"06//2006",2978,2,5,2,8,4
"826",2008,0,2084,2084,2078,7,385000,1220,2008,6,"06//2008",4162,3,7,3,8,4
"827",1950,0,784,784,784,5,109500,0,2008,5,"05//2008",1568,1,1,1,1,2
"828",2001,0,1434,1434,1454,6,189000,527,2009,4,"04//2009",2888,2,3,2,7,3
"829",1967,966,1160,2126,1013,7,185000,538,2009,6,"06//2009",3139,2,4,3,3,4
"830",2005,623,520,1223,600,4,147400,480,2006,7,"07//2006",1743,1,3,2,8,2
"831",1957,0,1392,1392,1392,6,166000,458,2008,6,"06//2008",2784,2,3,2,1,3
"832",2005,600,520,1200,600,4,151000,480,2006,6,"06//2006",1720,1,3,2,8,2
"833",2003,888,941,1829,941,7,237000,613,2010,1,"01//2010",2770,2,4,3,8,4
"834",1964,0,1516,1516,1516,6,167000,472,2009,2,"02//2009",3032,2,3,2,2,3
"835",1961,0,1144,1144,1144,6,139950,456,2008,9,"09//2008",2288,2,3,2,2,3
"836",1995,0,1067,1067,1067,4,128000,436,2010,2,"02//2010",2134,2,3,2,6,2
"837",1973,0,1559,1559,1559,5,153500,812,2007,6,"06//2007",3118,2,5,2,4,2
"838",1973,504,483,987,483,5,100000,264,2008,11,"11//2008",1470,1,2,1,4,2
"839",2006,0,1099,1099,1099,6,144000,352,2008,6,"06//2008",2198,2,2,2,8,3
"840",1995,432,768,1200,768,6,130500,240,2008,5,"05//2008",1968,2,2,2,6,3
"841",1950,672,810,1482,672,7,140000,400,2008,3,"03//2008",2154,2,3,2,1,4
"842",2002,581,958,1539,650,8,157500,686,2008,6,"06//2008",2189,2,4,2,7,4
"843",1966,0,1165,1165,1127,6,174900,490,2008,5,"05//2008",2292,2,3,2,3,3
"844",1961,0,1800,1800,1800,10,141000,0,2007,7,"07//2007",3600,3,1,3,2,6
"845",1950,540,876,1416,876,7,153900,720,2008,6,"06//2008",2292,2,5,2,1,4
"846",1981,0,1701,1701,1390,6,171000,611,2007,1,"01//2007",3091,2,4,3,5,3
"847",1993,769,1006,1775,740,7,213000,425,2009,7,"07//2009",2515,2,3,3,6,4
"848",1972,0,864,864,864,5,133500,338,2009,8,"08//2009",1728,1,2,1,3,2
"849",1997,1051,1307,2358,907,10,240000,360,2008,9,"09//2008",3265,3,3,4,7,6
"850",1994,761,1094,1855,528,7,187000,512,2007,8,"08//2007",2383,2,3,3,6,4
"851",2003,0,848,848,848,3,131500,420,2007,11,"11//2007",1696,1,3,1,8,1
"852",2003,0,1456,1456,1273,7,215000,400,2006,5,"05//2006",2729,2,3,2,8,4
"853",1950,728,918,1646,918,7,164000,240,2007,8,"08//2007",2564,2,2,2,1,4
"854",1964,0,1445,1445,1127,7,158000,645,2009,8,"08//2009",2572,2,4,2,2,4
"855",1974,0,1779,1779,1763,6,170000,454,2006,7,"07//2006",3542,3,3,3,4,3
"856",2010,0,1040,1040,1040,6,127000,260,2010,4,"04//2010",2080,2,2,2,8,3
"857",1978,0,1026,1026,940,5,147000,576,2008,10,"10//2008",1966,2,4,2,4,2
"858",1995,779,702,1481,702,6,174000,343,2009,3,"03//2009",2183,2,2,2,6,3
"859",1976,0,1370,1370,1090,6,152000,479,2009,6,"06//2009",2460,2,3,2,4,3
"860",1984,1142,1512,2654,1054,9,250000,619,2006,8,"08//2006",3708,3,4,4,5,5
"861",1998,514,912,1426,912,7,189950,216,2007,6,"06//2007",2338,2,2,2,7,4
"862",1965,0,1039,1039,1039,6,131500,504,2010,4,"04//2010",2078,2,3,2,2,3
"863",1985,0,1097,1097,1040,6,152000,480,2010,5,"05//2010",2137,2,3,2,5,3
"864",1959,0,1148,1148,1148,6,132500,672,2009,7,"07//2009",2296,2,4,2,2,3
"865",2008,0,1372,1372,1372,6,250580,529,2008,5,"05//2008",2744,2,3,2,8,3
"866",1970,0,1002,1002,1002,5,148500,902,2009,8,"08//2009",2004,2,6,2,3,2
"867",2007,0,1646,1646,1638,6,248900,870,2007,11,"11//2007",3284,3,5,2,8,3
"868",1961,0,1120,1120,1040,5,129000,544,2007,5,"05//2007",2160,2,4,2,2,2
"869",1950,720,1547,2320,0,7,169000,672,2006,5,"05//2006",2267,2,4,3,1,4
"870",1994,887,1062,1949,1050,8,236000,574,2010,6,"06//2010",2999,2,4,3,6,4
"871",1962,0,894,894,894,5,109500,308,2009,8,"08//2009",1788,2,2,1,2,2
"872",1998,878,804,1682,804,7,200500,523,2010,6,"06//2010",2486,2,3,3,7,4
"873",1996,0,910,910,105,5,116000,414,2008,10,"10//2008",1015,1,3,1,7,2
"874",1950,0,1036,1268,832,6,133000,288,2009,9,"09//2009",1868,2,2,2,1,3
"875",1950,455,676,1131,676,5,66500,200,2009,8,"08//2009",1807,2,2,2,1,2
"876",2007,1426,1184,2610,1184,11,303477,550,2007,8,"08//2007",3794,3,4,4,8,6
"877",1963,0,1040,1040,1064,5,132250,648,2007,1,"01//2007",2104,2,4,2,2,2
"878",2005,762,1462,2224,1462,10,350000,738,2009,6,"06//2009",3686,3,5,3,8,6
"879",1995,0,1155,1155,1109,6,148000,576,2010,6,"06//2010",2264,2,4,2,6,3
